"Leaf_ID";"Experiment";"Phenotyping_type";"LMA";"WCf";"WQ";"An";"PSI";"WUEintr";"WUEinst"
"4915_20/07/21";"Outdoor";"HT";4,22755338255996;NA;NA;NA;NA;NA;NA
"4917_21/07/21";"Outdoor";"HT";2,75537008698614;NA;NA;NA;NA;NA;NA
"4913_23/07/21";"Outdoor";"HT";4,34493015882868;NA;NA;NA;NA;NA;NA
"4927_20/07/21";"Outdoor";"HT";5,14269435007882;NA;NA;NA;NA;NA;NA
"4924_21/07/21";"Outdoor";"HT";7,74885667062167;NA;NA;NA;NA;NA;NA
"4923_23/07/21";"Outdoor";"HT";4,72690204092351;NA;NA;NA;NA;NA;NA
"6730_20/07/21";"Outdoor";"HT";4,75475415732626;NA;NA;NA;NA;NA;NA
"6731_21/07/21";"Outdoor";"HT";4,88406755491045;NA;NA;NA;NA;NA;NA
"6733_23/07/21";"Outdoor";"HT";4,0286096939689;NA;NA;NA;NA;NA;NA
"6340_20/07/21";"Outdoor";"HT";5,81910289128842;NA;NA;NA;NA;NA;NA
"6345_21/07/21";"Outdoor";"HT";3,91919066524382;NA;NA;NA;NA;NA;NA
"6348_23/07/21";"Outdoor";"HT";5,0631168746424;NA;NA;NA;NA;NA;NA
"5611_20/07/21";"Outdoor";"HT";4,99348658363553;NA;NA;NA;NA;NA;NA
"5616_21/07/21";"Outdoor";"HT";4,60554639088297;NA;NA;NA;NA;NA;NA
"5617_23/07/21";"Outdoor";"HT";4,92385629262866;NA;NA;NA;NA;NA;NA
"4301_20/07/21";"Outdoor";"HT";3,55114484135037;NA;NA;NA;NA;NA;NA
"4305_21/07/21";"Outdoor";"HT";5,0631168746424;NA;NA;NA;NA;NA;NA
"4302_23/07/21";"Outdoor";"HT";5,13274716564927;NA;NA;NA;NA;NA;NA
"4285_20/07/21";"Outdoor";"HT";4,40660270229191;NA;NA;NA;NA;NA;NA
"4289_21/07/21";"Outdoor";"HT";5,5903176494087;NA;NA;NA;NA;NA;NA
"4288_23/07/21";"Outdoor";"HT";4,47623299329878;NA;NA;NA;NA;NA;NA
"6273_20/07/21";"Outdoor";"HT";5,47095143625407;NA;NA;NA;NA;NA;NA
"6276_21/07/21";"Outdoor";"HT";5,38142677638809;NA;NA;NA;NA;NA;NA
"6272_23/07/21";"Outdoor";"HT";4,85422600162179;NA;NA;NA;NA;NA;NA
"6574_20/07/21";"Outdoor";"HT";6,06778250202724;NA;NA;NA;NA;NA;NA
"6572_21/07/21";"Outdoor";"HT";4,50607454658744;NA;NA;NA;NA;NA;NA
"6570_23/07/21";"Outdoor";"HT";4,67517668188984;NA;NA;NA;NA;NA;NA
"4864_20/07/21";"Outdoor";"HT";5,37147959195854;NA;NA;NA;NA;NA;NA
"4863_21/07/21";"Outdoor";"HT";6,03794094873858;NA;NA;NA;NA;NA;NA
"4861_23/07/21";"Outdoor";"HT";4,91390910819911;NA;NA;NA;NA;NA;NA
"4488_20/07/21";"Outdoor";"HT";3,670511054505;NA;NA;NA;NA;NA;NA
"4486_21/07/21";"Outdoor";"HT";5,69973667813378;NA;NA;NA;NA;NA;NA
"4481_23/07/21";"Outdoor";"HT";5,63010638712691;NA;NA;NA;NA;NA;NA
"5056_20/07/21";"Outdoor";"HT";4,40660270229191;NA;NA;NA;NA;NA;NA
"5050_21/07/21";"Outdoor";"HT";4,75475415732626;NA;NA;NA;NA;NA;NA
"5055_23/07/21";"Outdoor";"HT";3,76003571437098;NA;NA;NA;NA;NA;NA
"4163_20/07/21";"Outdoor";"HT";4,5558104687352;NA;NA;NA;NA;NA;NA
"4168_21/07/21";"Outdoor";"HT";4,85422600162179;NA;NA;NA;NA;NA;NA
"4166_23/07/21";"Outdoor";"HT";4,23750056698951;NA;NA;NA;NA;NA;NA
"5122_20/07/21";"Outdoor";"HT";5,33169085424033;NA;NA;NA;NA;NA;NA
"5123_21/07/21";"Outdoor";"HT";4,91390910819911;NA;NA;NA;NA;NA;NA
"5126_23/07/21";"Outdoor";"HT";4,57570483759431;NA;NA;NA;NA;NA;NA
"6318_20/07/21";"Outdoor";"HT";5,20237745665614;NA;NA;NA;NA;NA;NA
"6319_21/07/21";"Outdoor";"HT";6,12746560860455;NA;NA;NA;NA;NA;NA
"6312_23/07/21";"Outdoor";"HT";5,31179648538122;NA;NA;NA;NA;NA;NA
"4030_20/07/21";"Outdoor";"HT";5,78926133799976;NA;NA;NA;NA;NA;NA
"4039_21/07/21";"Outdoor";"HT";7,1520256048485;NA;NA;NA;NA;NA;NA
"4038_23/07/21";"Outdoor";"HT";5,2521133788039;NA;NA;NA;NA;NA;NA
"6525_20/07/21";"Outdoor";"HT";4,82438444833313;NA;NA;NA;NA;NA;NA
"6527_21/07/21";"Outdoor";"HT";5,29190211652211;NA;NA;NA;NA;NA;NA
"6523_23/07/21";"Outdoor";"HT";5,74947260028155;NA;NA;NA;NA;NA;NA
"4663_20/07/21";"Outdoor";"HT";3,23283493960468;NA;NA;NA;NA;NA;NA
"4667_21/07/21";"Outdoor";"HT";3,80977163651874;NA;NA;NA;NA;NA;NA
"4665_23/07/21";"Outdoor";"HT";3,45167299705484;NA;NA;NA;NA;NA;NA
"6119_20/07/21";"Outdoor";"HT";3,3323067839002;NA;NA;NA;NA;NA;NA
"6118_21/07/21";"Outdoor";"HT";3,60088076349813;NA;NA;NA;NA;NA;NA
"6115_23/07/21";"Outdoor";"HT";4,07834561611667;NA;NA;NA;NA;NA;NA
"4119_20/07/21";"Outdoor";"HT";3,13336309530915;NA;NA;NA;NA;NA;NA
"4114_21/07/21";"Outdoor";"HT";3,87940192752561;NA;NA;NA;NA;NA;NA
"4114_23/07/21";"Outdoor";"HT";3,94903221853248;NA;NA;NA;NA;NA;NA
"4235_20/07/21";"Outdoor";"HT";3,74014134551187;NA;NA;NA;NA;NA;NA
"4231_21/07/21";"Outdoor";"HT";4,07834561611667;NA;NA;NA;NA;NA;NA
"4233_23/07/21";"Outdoor";"HT";4,63538794417163;NA;NA;NA;NA;NA;NA
"4575_20/07/21";"Outdoor";"HT";4,74480697289671;NA;NA;NA;NA;NA;NA
"4578_21/07/21";"Outdoor";"HT";6,06778250202724;NA;NA;NA;NA;NA;NA
"6838_23/07/21";"Outdoor";"HT";4,52596891544655;NA;NA;NA;NA;NA;NA
"5878_20/07/21";"Outdoor";"HT";4,56575765316476;NA;NA;NA;NA;NA;NA
"5873_21/07/21";"Outdoor";"HT";4,59559920645342;NA;NA;NA;NA;NA;NA
"5870_23/07/21";"Outdoor";"HT";4,03855687839846;NA;NA;NA;NA;NA;NA
"4475_20/07/21";"Outdoor";"HT";5,2521133788039;NA;NA;NA;NA;NA;NA
"4474_21/07/21";"Outdoor";"HT";4,15792309155309;NA;NA;NA;NA;NA;NA
"4471_23/07/21";"Outdoor";"HT";4,54586328430565;NA;NA;NA;NA;NA;NA
"4990_20/07/21";"Outdoor";"HT";5,65994794041557;NA;NA;NA;NA;NA;NA
"4997_21/07/21";"Outdoor";"HT";4,45633862443968;NA;NA;NA;NA;NA;NA
"4994_23/07/21";"Outdoor";"HT";5,62015920269736;NA;NA;NA;NA;NA;NA
"6269_20/07/21";"Outdoor";"HT";5,34163803866988;NA;NA;NA;NA;NA;NA
"6267_21/07/21";"Outdoor";"HT";6,31646211276606;NA;NA;NA;NA;NA;NA
"6266_23/07/21";"Outdoor";"HT";4,59559920645342;NA;NA;NA;NA;NA;NA
"4637_20/07/21";"Outdoor";"HT";4,14797590712354;NA;NA;NA;NA;NA;NA
"4631_21/07/21";"Outdoor";"HT";5,24216619437435;NA;NA;NA;NA;NA;NA
"4634_23/07/21";"Outdoor";"HT";3,54119765692081;NA;NA;NA;NA;NA;NA
"4048_20/07/21";"Outdoor";"HT";4,01866250953935;NA;NA;NA;NA;NA;NA
"4045_21/07/21";"Outdoor";"HT";5,05316969021285;NA;NA;NA;NA;NA;NA
"4046_23/07/21";"Outdoor";"HT";4,99348658363553;NA;NA;NA;NA;NA;NA
"4940_20/07/21";"Outdoor";"HT";5,55052891169049;NA;NA;NA;NA;NA;NA
"4945_21/07/21";"Outdoor";"HT";5,84894444457707;NA;NA;NA;NA;NA;NA
"4946_23/07/21";"Outdoor";"HT";5,5903176494087;NA;NA;NA;NA;NA;NA
"4754_20/07/21";"Outdoor";"HT";6,3065149283365;NA;NA;NA;NA;NA;NA
"4752_21/07/21";"Outdoor";"HT";5,64005357155646;NA;NA;NA;NA;NA;NA
"4758_23/07/21";"Outdoor";"HT";4,92385629262866;NA;NA;NA;NA;NA;NA
"5337_20/07/21";"Outdoor";"HT";4,63538794417163;NA;NA;NA;NA;NA;NA
"5330_21/07/21";"Outdoor";"HT";4,96364503034687;NA;NA;NA;NA;NA;NA
"5336_23/07/21";"Outdoor";"HT";4,38670833343281;NA;NA;NA;NA;NA;NA
"4455_20/07/21";"Outdoor";"HT";5,60026483383825;NA;NA;NA;NA;NA;NA
"4457_21/07/21";"Outdoor";"HT";4,99348658363553;NA;NA;NA;NA;NA;NA
"4459_23/07/21";"Outdoor";"HT";4,67517668188984;NA;NA;NA;NA;NA;NA
"5313_20/07/21";"Outdoor";"HT";4,30713085799638;NA;NA;NA;NA;NA;NA
"5319_21/07/21";"Outdoor";"HT";4,11813435383488;NA;NA;NA;NA;NA;NA
"5313_23/07/21";"Outdoor";"HT";5,03327532135374;NA;NA;NA;NA;NA;NA
"4419_20/07/21";"Outdoor";"HT";7,02271220726431;NA;NA;NA;NA;NA;NA
"4415_21/07/21";"Outdoor";"HT";4,05845124725756;NA;NA;NA;NA;NA;NA
"4412_23/07/21";"Outdoor";"HT";4,14797590712354;NA;NA;NA;NA;NA;NA
"4610_20/07/21";"Outdoor";"HT";4,43644425558057;NA;NA;NA;NA;NA;NA
"4619_21/07/21";"Outdoor";"HT";5,95836347330216;NA;NA;NA;NA;NA;NA
"4616_23/07/21";"Outdoor";"HT";5,21232464108569;NA;NA;NA;NA;NA;NA
"5372_20/07/21";"Outdoor";"HT";4,20765901370086;NA;NA;NA;NA;NA;NA
"5376_21/07/21";"Outdoor";"HT";4,46628580886923;NA;NA;NA;NA;NA;NA
"5379_23/07/21";"Outdoor";"HT";3,62077513235724;NA;NA;NA;NA;NA;NA
"4723_20/07/21";"Outdoor";"HT";4,18776464484175;NA;NA;NA;NA;NA;NA
"4721_21/07/21";"Outdoor";"HT";4,49612736215789;NA;NA;NA;NA;NA;NA
"4726_23/07/21";"Outdoor";"HT";3,22288775517512;NA;NA;NA;NA;NA;NA
"4533_20/07/21";"Outdoor";"HT";5,10290561236061;NA;NA;NA;NA;NA;NA
"4530_21/07/21";"Outdoor";"HT";5,2322190099448;NA;NA;NA;NA;NA;NA
"4538_23/07/21";"Outdoor";"HT";4,30713085799638;NA;NA;NA;NA;NA;NA
"4931_20/07/21";"Outdoor";"HT";2,65589824269061;NA;NA;NA;NA;NA;NA
"4932_21/07/21";"Outdoor";"HT";3,30246523061155;NA;NA;NA;NA;NA;NA
"4932_23/07/21";"Outdoor";"HT";4,28723648913728;NA;NA;NA;NA;NA;NA
"4871_20/07/21";"Outdoor";"HT";4,57570483759431;NA;NA;NA;NA;NA;NA
"4877_21/07/21";"Outdoor";"HT";3,93908503410293;NA;NA;NA;NA;NA;NA
"4875_23/07/21";"Outdoor";"HT";4,61549357531252;NA;NA;NA;NA;NA;NA
"4955_20/07/21";"Outdoor";"HT";4,37676114900325;NA;NA;NA;NA;NA;NA
"4951_21/07/21";"Outdoor";"HT";3,61082794792768;NA;NA;NA;NA;NA;NA
"4957_23/07/21";"Outdoor";"HT";4,92385629262866;NA;NA;NA;NA;NA;NA
"4849_20/07/21";"Outdoor";"HT";7,10228968270073;NA;NA;NA;NA;NA;NA
"4848_21/07/21";"Outdoor";"HT";5,68978949370423;NA;NA;NA;NA;NA;NA
"4846_23/07/21";"Outdoor";"HT";5,97825784216126;NA;NA;NA;NA;NA;NA
"4883_20/07/21";"Outdoor";"HT";4,47623299329878;NA;NA;NA;NA;NA;NA
"4885_21/07/21";"Outdoor";"HT";5,9285219200135;NA;NA;NA;NA;NA;NA
"4881_23/07/21";"Outdoor";"HT";4,21760619813041;NA;NA;NA;NA;NA;NA
"6202_2022-06-14_calib";"Greenhouse";"LT";5,30516476972984;NA;NA;14,59970839;-0,743;76,7634155647001;3,85492324192846
"6201_2022-06-14_calib";"Greenhouse";"LT";3,31042281631142;NA;NA;1,078127916;-1,432;117,399097048895;4,13789259643063
"5181_2022-06-14_calib";"Greenhouse";"LT";3,74898310394242;NA;NA;7,676800892;-0,465;96,7454767922098;4,1964247152157
"5189_2022-06-14_calib";"Greenhouse";"LT";3,84801284631071;NA;NA;9,907144784;-0,475;79,5303635217415;3,64530651439538
"5185_2022-06-14_calib";"Greenhouse";"LT";3,18309886183791;NA;NA;0,333825114;-1,142;61,4846588162055;2,21751769629334
"4992_2022-06-14_calib";"Greenhouse";"LT";5,05051686078281;NA;NA;7,379111277;-0,942;57,2029194010384;2,57628314771736
"4994_2022-06-14_calib";"Greenhouse";"LT";4,25827892183649;NA;NA;0,660495298;-1,528;54,7222441499392;1,82462305036051
"4996_2022-06-14_calib";"Greenhouse";"LT";3,62165914946891;NA;NA;3,575336997;-1,459;94,3456773433917;3,38170080869417
"6637_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;14,3572649;-0,933;57,7711682106558;3,27282877337179
"6630_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;8,795139846;-1,444;128,858708957945;5,27683906226751
"6638_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;6,279999861;-0,98;100,378880107335;4,107495958564
"6584_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;15,53555369;-0,993;80,0274442368063;3,73427739920875
"6588_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;18,62174786;-1,394;66,6787775041507;3,8134547558246
"6586_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;6,316110014;-1,52;141,184980352472;5,95288856529968
"6116_2022-06-14_calib";"Greenhouse";"LT";3,31042281631142;NA;NA;10,02961739;-0,789;55,2083304170792;2,96173702906068
"6111_2022-06-14_calib";"Greenhouse";"LT";3,09821622552223;NA;NA;14,18268786;-0,609;55,9186222505824;3,24877904334488
"6117_2022-06-14_calib";"Greenhouse";"LT";2,87186252868042;NA;NA;4,711173056;-1,223;145,818246816498;5,78393014850318
"5706_2022-06-14_calib";"Greenhouse";"LT";3,87630705841594;NA;NA;12,83532252;-0,786;80,1776712539219;4,08592434274298
"5700_2022-06-14_calib";"Greenhouse";"LT";3,79142442210026;NA;NA;8,281186229;-0,953;114,415792492194;4,90681714592135
"5707_2022-06-14_calib";"Greenhouse";"LT";4,00363101288946;NA;NA;3,879051164;-1,713;144,042854319118;5,62258740551235
"4520_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;14,49566131;-0,735;50,7509103123319;3,1815292526019
"4521_2022-06-14_calib";"Greenhouse";"LT";NA;NA;NA;11,66119281;-1;39,7951604179151;2,54659126018914
"4524_2022-06-14_calib";"Greenhouse";"LT";2,94259805894349;NA;NA;4,371103288;-1,151;101,009441721691;4,57684146555985
"5318_2022-06-14_calib";"Greenhouse";"LT";3,53677651315323;NA;NA;13,61797277;-0,526;89,0794572751586;4,34453971490855
"5319_2022-06-14_calib";"Greenhouse";"LT";4,62610367920442;NA;NA;12,33232451;-0,778;95,7411763167809;4,34049709209834
"5314_2022-06-14_calib";"Greenhouse";"LT";3,19724596789052;NA;NA;3,707955909;-1,363;157,70641737925;5,53847840744447
"4269_2022-07-06_calib";"Greenhouse";"LT";3,55092361920584;NA;NA;1,078631171;-1,22;NA;NA
"4260_2022-07-06_calib";"Greenhouse";"LT";2,88600963473304;NA;NA;2,00685164;-1,4;182,05141849585;9,44636375190047
"4261_2022-07-06_calib";"Greenhouse";"LT";3,91874837657378;NA;NA;3,078118704;-0,81;101,426707152749;4,79537665000241
"5130_2022-07-06_calib";"Greenhouse";"LT";4,83831026999362;NA;NA;7,653913016;-0,57;72,2014803792275;4,45495866631433
"5131_2022-07-06_calib";"Greenhouse";"LT";3,89045416446855;NA;NA;7,431285013;-0,5;87,0689879915955;5,27569808418075
"5136_2022-07-06_calib";"Greenhouse";"LT";3,87630705841594;NA;NA;6,382313689;-0,521;101,773206335799;5,98401748518602
"5671_2022-07-06_calib";"Greenhouse";"LT";4,30072023999433;NA;NA;3,521049467;-0,905;187,573530321307;9,70999877833882
"5673_2022-07-06_calib";"Greenhouse";"LT";3,64995336157413;NA;NA;6,081134881;-0,934;114,42775501149;6,54279445795318
"5679_2022-07-06_calib";"Greenhouse";"LT";3,53677651315323;NA;NA;4,135071542;-1,035;142,876644201848;7,85387215218965
"4432_2022-07-06_calib";"Greenhouse";"LT";6,26716798130752;NA;NA;9,085848515;-0,39;55,8854306873357;4,06894323268286
"4439_2022-07-06_calib";"Greenhouse";"LT";4,17339628552081;NA;NA;5,52065216;-0,387;101,258857681897;6,1692638881439
"6537_2022-07-06_calib";"Greenhouse";"LT";5,85690190578175;NA;NA;6,921067863;-0,803;62,0625800154211;3,25437420704501
"6535_2022-07-06_calib";"Greenhouse";"LT";3,96118969473162;NA;NA;4,056857114;-1,242;121,822971684936;5,97806313068798
"6539_2022-07-06_calib";"Greenhouse";"LT";3,64995336157413;NA;NA;2,643067703;-1,33;154,528528930765;7,37506300034321
"4967_2022-07-06_calib";"Greenhouse";"LT";4,62610367920442;NA;NA;10,46545279;-0,904;95,1212731945552;5,70508146765525
"4960_2022-07-06_calib";"Greenhouse";"LT";4,73928052762533;NA;NA;2,942314258;-1,617;159,05889670001;6,91799747009849
"4968_2022-07-06_calib";"Greenhouse";"LT";4,41389708841523;NA;NA;2,577810017;-1,748;108,340556233166;5,762903252994
"6142_2022-07-06_calib";"Greenhouse";"LT";3,87630705841594;NA;NA;11,31747366;-0,967;33,7526726631793;3,91584779729372
"6144_2022-07-06_calib";"Greenhouse";"LT";3,23968728604836;NA;NA;5,498353398;-1,464;100,343124748691;7,28241366166105
"6148_2022-07-06_calib";"Greenhouse";"LT";3,90460127052117;NA;NA;4,279647999;-1,966;169,996387239927;12,3868248885673
"4246_2022-07-06_calib";"Greenhouse";"LT";3,01333358920655;NA;NA;7,8032087;-0,654;38,6131175490317;2,66579962455012
"4241_2022-07-06_calib";"Greenhouse";"LT";3,74898310394242;NA;NA;5,290934307;-0,694;53,7559940633382;3,99800687097483
"4243_2022-07-06_calib";"Greenhouse";"LT";3,87630705841594;NA;NA;3,181243978;-0,67;54,0206754773331;3,63694604333819
"5257_2022-07-06_calib";"Greenhouse";"LT";5,00807554262497;NA;NA;5,059646599;-0,613;112,13925261459;5,79781248954373
"5253_2022-07-06_calib";"Greenhouse";"LT";4,32901445209955;NA;NA;0,19580139;-1,548;NA;NA
"5251_2022-07-06_calib";"Greenhouse";"LT";3,90460127052117;NA;NA;1,639896968;-0,95;183,344392601678;11,3140818666648
"6445_2022-07-06_calib";"Greenhouse";"LT";3,508482301048;NA;NA;10,74295353;-1,085;80,4549274388976;5,79191787550045
"6446_2022-07-06_calib";"Greenhouse";"LT";4,31486734604694;NA;NA;9,139651108;-1,268;138,612331854472;8,71202983555178
"6441.1_2022-07-06_calib";"Greenhouse";"LT";5,33345898183507;NA;NA;11,50743354;-0,9;99,613653819194;7,30805630300078
"5842_2022-07-06_calib";"Greenhouse";"LT";3,69239467973197;NA;NA;10,66150787;-0,863;59,2489065315748;4,56780098772224
"5843_2022-07-06_calib";"Greenhouse";"LT";3,63580625552152;NA;NA;6,530730788;-0,76;45,5331446710457;3,40467978373058
"5846_2022-07-06_calib";"Greenhouse";"LT";3,32456992236404;NA;NA;10,36376853;-0,751;58,6216394567153;4,098214022184
"4700_2022-07-06_calib";"Greenhouse";"LT";4,0460723310473;NA;NA;8,437847693;-0,655;74,8312481262473;4,49847481624321
"4703_2022-07-06_calib";"Greenhouse";"LT";4,37145577025739;NA;NA;12,16499839;-0,637;84,5188717256462;5,21764795776128
"4707_2022-07-06_calib";"Greenhouse";"LT";3,33871702841665;NA;NA;1,238753245;-1,563;157,17135254936;8,11828744724356
"5513_2022-07-06_calib";"Greenhouse";"LT";3,947042588679;NA;NA;11,01576228;-1,162;86,4065918545346;5,77225927309674
"5517_2022-07-06_calib";"Greenhouse";"LT";3,01333358920655;NA;NA;6,319881995;-1,029;101,560121066424;7,41144737598201
"5510_2022-07-06_calib";"Greenhouse";"LT";4,37145577025739;NA;NA;1,422517612;-1,036;NA;NA
"6807_2022-07-21_calib";"Greenhouse";"LT";4,08851364920513;NA;NA;6,758833938;-0,492;71,4449242451142;3,25022382228788
"6803_2022-07-21_calib";"Greenhouse";"LT";4,81143076849365;NA;NA;6,63645492;-1,145;125,412062067232;5,71446585547939
"6801_2022-07-21_calib";"Greenhouse";"LT";3,49009106317961;NA;NA;6,05963361;-1,085;102,928582014453;4,76523402960286
"4247_2022-07-21_calib";"Greenhouse";"LT";5,44380640904545;NA;NA;9,627493812;-0,391;80,7182806612013;3,98685024424262
"4240_2022-07-21_calib";"Greenhouse";"LT";4,15783446886294;NA;NA;6,626037867;-0,747;55,4529706595875;2,72865552382804
"4244_2022-07-21_calib";"Greenhouse";"LT";3,86498937357385;NA;NA;4,130917069;-1,515;132,534100271262;4,8370091543202
"6568_2022-07-21_calib";"Greenhouse";"LT";3,9654338265474;NA;NA;16,46914593;-0,637;49,122157568735;2,76597634539313
"6566_2022-07-21_calib";"Greenhouse";"LT";4,52282980502035;NA;NA;6,395587638;-0,602;32,7342315115545;1,72595852412935
"6565_2022-07-21_calib";"Greenhouse";"LT";3,38681718899553;NA;NA;4,922637187;-1,269;131,538716583985;4,98331401848912
"5841_2022-07-21_calib";"Greenhouse";"LT";3,79425384331079;NA;NA;6,961459206;-0,43;96,6045672892118;4,34481568424305
"5845_2022-07-21_calib";"Greenhouse";"LT";4,71523044733589;NA;NA;11,44650742;-0,91;71,6461963709023;3,79049029139717
"5848_2022-07-21_calib";"Greenhouse";"LT";4,72088928975693;NA;NA;2,479031578;-1,313;98,7260942925336;4,11574335288522
"6707_2022-07-21_calib";"Greenhouse";"LT";5,15520544557215;NA;NA;9,77512123;-0,68;40,1405315516146;1,899136458305
"6702_2022-07-21_calib";"Greenhouse";"LT";6,39449193578104;NA;NA;5,235849768;-0,883;50,2467735146916;2,08535453159427
"4010_2022-07-21_calib";"Greenhouse";"LT";4,52707393683613;NA;NA;7,077135247;-0,875;69,0359737955494;3,11990864269154
"4011_2022-07-21_calib";"Greenhouse";"LT";4,20876405065234;NA;NA;3,553373457;-1,641;99,2980662721038;4,10981342621561
"4014_2022-07-21_calib";"Greenhouse";"LT";3,914504244758;NA;NA;2,676332602;-1,77;113,92763854759;4,60839947240728
"6197_2022-07-21_calib";"Greenhouse";"LT";4,77181887154634;NA;NA;10,11714721;-0,598;97,1226856803309;4,42287006734975
"6193_2022-07-21_calib";"Greenhouse";"LT";4,02202225075785;NA;NA;7,899306898;-0,772;66,8695890761397;3,50349244487614
"6195_2022-07-21_calib";"Greenhouse";"LT";2,84215360596994;NA;NA;2,742481086;-1,825;88,892378608233;3,97005333877636
"4928_2022-07-21_calib";"Greenhouse";"LT";4,4294589050731;NA;NA;14,52902965;-0,652;42,7427549795473;2,39748612648945
"4922_2022-07-21_calib";"Greenhouse";"LT";4,5723446762045;NA;NA;5,32652734;-1,358;104,135391149407;4,46854446080344
"4924_2022-07-21_calib";"Greenhouse";"LT";3,28778744662724;NA;NA;0,056471009;-1,866;22,437979386195;0,832905737463127
"6714_2022-07-21_calib";"Greenhouse";"LT";2,49837892889144;NA;NA;4,057293822;-0,574;63,4321989229783;2,86453962549757
"6719_2022-07-21_calib";"Greenhouse";"LT";4,60205359891498;NA;NA;5,313813422;-0,6;69,8335367347026;2,94079487373895
"6712_2022-07-21_calib";"Greenhouse";"LT";5,02929620170389;NA;NA;3,459907993;-0,596;60,934672437134;2,79351950267571
"6805_2022-07-26_calib";"Greenhouse";"LT";3,33588760720613;NA;NA;6,807666601;-0,496;109,464641695661;3,66442129182559
"6804_2022-07-26_calib";"Greenhouse";"LT";4,09983133404722;NA;NA;8,454048356;-0,786;120,797982219422;4,29945713230799
"6800_2022-07-26_calib";"Greenhouse";"LT";3,51131172225853;NA;NA;2,483436249;-1,374;135,077232274513;4,74907062117182
"6567_2022-07-26_calib";"Greenhouse";"LT";3,69805352215302;NA;NA;4,088985322;-0,733;57,6336131658028;2,31398777639633
"6563_2022-07-26_calib";"Greenhouse";"LT";2,76858865449635;NA;NA;7,539619172;-0,845;99,6594445212196;3,75209967553149
"6564_2022-07-26_calib";"Greenhouse";"LT";3,60185320099525;NA;NA;1,789986099;-1,518;127,921865218189;4,45148367113476
"5842_2022-07-26_calib";"Greenhouse";"LT";3,8777217690212;NA;NA;2,534486363;-0,98;84,5297476941048;2,81662798862007
"5843_2022-07-26_calib";"Greenhouse";"LT";3,98948390683684;NA;NA;5,475550443;-1,445;126,920686416353;4,4589826585406
"5846_2022-07-26_calib";"Greenhouse";"LT";3,98099564320528;NA;NA;5,127613326;-1,249;99,9230629102479;3,42554314853067
"4312_2022-07-26_calib";"Greenhouse";"LT";6,92642312335929;NA;NA;4,842276927;-0,916;14,1311674885471;0,846063500930058
"4311_2022-07-26_calib";"Greenhouse";"LT";5,01373438504602;NA;NA;4,772835936;-0,616;26,6430582486006;1,34319595265641
"4313_2022-07-26_calib";"Greenhouse";"LT";5,10710528499326;NA;NA;4,022215336;-0,752;103,82208562654;3,90271043962815
"4626_2022-07-26_calib";"Greenhouse";"LT";3,67258873125831;NA;NA;6,982715283;-0,92;47,6940214974456;1,9463998449618
"4625_2022-07-26_calib";"Greenhouse";"LT";3,47169982531121;NA;NA;7,8510634;-0,99;88,3668348159186;3,12048545792387
"4628_2022-07-26_calib";"Greenhouse";"LT";3,54385006617954;NA;NA;1,415903618;-1,426;114,141361768505;3,57187916842204
"4182_2022-07-26_calib";"Greenhouse";"LT";4,02909580378416;NA;NA;6,396723018;-0,26;73,776560140788;2,72003863498069
"4186_2022-07-26_calib";"Greenhouse";"LT";4,37428519146791;NA;NA;9,624619866;-0,447;79,5979532271232;3,01476049514816
"4180_2022-07-26_calib";"Greenhouse";"LT";3,58204725252159;NA;NA;3,877026344;-1,224;132,384838231744;4,11532855957049
"5012_2022-07-26_calib";"Greenhouse";"LT";3,40803784807445;NA;NA;8,086586228;-0,56;59,5339519173696;2,59469874927003
"5018_2022-07-26_calib";"Greenhouse";"LT";3,03172482707495;NA;NA;6,374702168;-0,537;79,929468296122;3,13511690130732
"5010_2022-07-26_calib";"Greenhouse";"LT";3,57214427828476;NA;NA;4,991480426;-1,172;95,9307137870802;3,99336324347331
"6713_2022-07-26_calib";"Greenhouse";"LT";4,25120536881018;NA;NA;7,474803547;-0,318;47,4741295364176;1,74266239347623
"6717_2022-07-26_calib";"Greenhouse";"LT";4,7109863155201;NA;NA;9,597453803;-0,706;52,7072935965308;1,94658488631565
"6710_2022-07-26_calib";"Greenhouse";"LT";3,66692988883727;NA;NA;2,607657564;-0,977;76,9751489936303;2,32242643852599
"6744_2022-07-26_calib";"Greenhouse";"LT";5,54849499383479;NA;NA;9,2335131;-0,575;61,9013177812183;2,6786998192348
"6740_2022-07-26_calib";"Greenhouse";"LT";5,79041050733447;NA;NA;8,647750102;-1,116;95,437112310015;3,66780706556776
"6745_2022-07-26_calib";"Greenhouse";"LT";4,7039127624938;NA;NA;1,615969265;-1,41;88,5018598340471;3,37780569095835
"5271_2022-07-21_calib";"Greenhouse";"LT";4,38843229752053;NA;NA;8,252696004;NA;63,156242084612;2,46818088816513
"5272_2022-07-21_calib";"Greenhouse";"LT";3,94138374625796;NA;NA;2,587074538;NA;116,399655769297;3,98292723323085
